id	type	modified	language	rights	rightsHolder	bibliographicCitation	institutionCode	collectionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	individualCount	sex	lifeStage	preparations	disposition	eventDate	year	month	day	verbatimEventDate	habitat	eventRemarks	locationID	continent	waterBody	country	countryCode	stateProvince	locality	verbatimElevation	minimumElevationInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	georeferencedBy	scientificName	originalNameUsage	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	taxonRemarks
NMR996800107025	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107025)"	NMR	Insecta	PreservedSpecimen	NMR996800107025	NMR996800107025		1			imago	in collection	6/21/09	2009	6	21					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107026	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107026)"	NMR	Insecta	PreservedSpecimen	NMR996800107026	NMR996800107026		1			imago	in collection	6/21/09	2009	6	21					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107027	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107027)"	NMR	Insecta	PreservedSpecimen	NMR996800107027	NMR996800107027		1			imago	in collection	6/21/09	2009	6	21					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107028	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107028)"	NMR	Insecta	PreservedSpecimen	NMR996800107028	NMR996800107028		1			imago	in collection	6/21/09	2009	6	21					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107029	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107029)"	NMR	Insecta	PreservedSpecimen	NMR996800107029	NMR996800107029		1			imago	in collection	6/17/09	2009	6	17					Asia		China	CN-51	Sichuan	"Jiuzhaigou Nature Reserve, near Nuorilong"		2460	33.160833	103.9125	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107030	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Aphantopus arvensis OberthÃ_r, 1876 (NMR 996800107030)"	NMR	Insecta	PreservedSpecimen	NMR996800107030	NMR996800107030		1			imago	in collection	6/17/09	2009	6	17					Asia		China	CN-51	Sichuan	W of Jiuzhaigou		2600	33.225	103.738333	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		arvensis			"OberthÃ_r, 1876"		ICZN	accepted	
NMR996800107031	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Callerebia polyphemus Tytler, 1914 (NMR 996800107031)"	NMR	Insecta	PreservedSpecimen	NMR996800107031	NMR996800107031		1			imago	in collection	5/30/14	2014	5	30					Asia		China	CN-53	Yunnan	"Dali, Ximatan Lift"		3000	25.756735	100.055124	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		polyphemus			"Tytler, 1914"		ICZN	accepted	
NMR996800107032	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Callerebia polyphemus Tytler, 1914 (NMR 996800107032)"	NMR	Insecta	PreservedSpecimen	NMR996800107032	NMR996800107032		1			imago	in collection	5/30/14	2014	5	30					Asia		China	CN-53	Yunnan	"Dali, Ximatan Lift"		3000	25.756735	100.055124	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		polyphemus			"Tytler, 1914"		ICZN	accepted	
NMR996800107033	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Callerebia polyphemus Tytler, 1914 (NMR 996800107033)"	NMR	Insecta	PreservedSpecimen	NMR996800107033	NMR996800107033		1			imago	in collection	5/30/14	2014	5	30					Asia		China	CN-53	Yunnan	"Dali, Ximatan Lift"		3000	25.756735	100.055124	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		polyphemus			"Tytler, 1914"		ICZN	accepted	
NMR996800107034	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Gonepteryx mahaguru (Blanchard, 1871) (NMR 996800107034)"	NMR	Insecta	PreservedSpecimen	NMR996800107034	NMR996800107034		1			imago	in collection	5/24/14	2014	5	24					Asia		China	CN-53	Yunnan	"Napahai Nature Reserve, NW of Shangri-La"		3200	27.866333	99.6605	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		mahaguru	alvinda		"(Blanchard, 1871)"		ICZN	accepted	
NMR996800107035	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Gonepteryx mahaguru (Blanchard, 1871) (NMR 996800107035)"	NMR	Insecta	PreservedSpecimen	NMR996800107035	NMR996800107035		1			imago	in collection	5/24/14	2014	5	24					Asia		China	CN-53	Yunnan	"Napahai Nature Reserve, NW of Shangri-La"		3200	27.866333	99.6605	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		mahaguru	alvinda		"(Blanchard, 1871)"		ICZN	accepted	
NMR996800107036	Physical object	17-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Gonepteryx mahaguru (Blanchard, 1871) (NMR 996800107036)"	NMR	Insecta	PreservedSpecimen	NMR996800107036	NMR996800107036		1			imago	in collection	5/24/14	2014	5	24					Asia		China	CN-53	Yunnan	"Napahai Nature Reserve, NW of Shangri-La"		3200	27.866333	99.6605	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		mahaguru	alvinda		"(Blanchard, 1871)"		ICZN	accepted	
NMR996800107059	Physical object	17-04-2015	en		Natural History Museum Rotterdam	"Pseudergolis wedah (Kollar, 1848) (NMR 996800107059)"	NMR	Insecta	PreservedSpecimen	NMR996800107059	NMR996800107059		1			imago	in collection	5/17/14	2014	5	17					Asia		China	CN-51	Sichuan	Qingcheng Housan		800	31.1725	103.698333	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		wedah			"(Kollar, 1848)"		ICZN	accepted	
NMR996800107407	Physical object	22-04-2015	en	ExColl:J.P. Kazenbroot	Natural History Museum Rotterdam	"Dolbina exacta Staudinger, 1892 (NMR 996800107407)"	NMR	Insecta	PreservedSpecimen	NMR996800107407	NMR996800107407		1			imago	in collection	2002-07-00	2002	7	0					Asia		China	CN-51	Sichuan	Daxue Shan			30.499419	101.49969	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		exacta			"Staudinger, 1892"	Exact grizzled hawkmoth	ICZN	accepted	
NMR996800107408	Physical object	22-04-2015	en	ExColl:J.P. Kazenbroot	Natural History Museum Rotterdam	"Dolbina exacta Staudinger, 1892 (NMR 996800107408)"	NMR	Insecta	PreservedSpecimen	NMR996800107408	NMR996800107408		1			imago	in collection	2002-07-00	2002	7	0					Asia		China	CN-51	Sichuan	Daxue Shan			30.499419	101.49969	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		exacta			"Staudinger, 1892"	Exact grizzled hawkmoth	ICZN	accepted	
NMR996800107409	Physical object	22-04-2015	en	ExColl:J.P. Kazenbroot	Natural History Museum Rotterdam	"Clanis bilineata (Walker, 1866) (NMR 996800107409)"	NMR	Insecta	PreservedSpecimen	NMR996800107409	NMR996800107409		1			imago	in collection	2002-08-00	2002	8	0					Asia		China	CN-35	Fujian	Wuyi Shan			27.002222	116.998889	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		bilineata			"(Walker, 1866)"	Two-lined velvet hawkmoth	ICZN	accepted	
NMR996800107410	Physical object	22-04-2015	en	ExColl:J.P. Kazenbroot	Natural History Museum Rotterdam	"Phyllosphingia dissimilis (Bremer, 1861) (NMR 996800107410)"	NMR	Insecta	PreservedSpecimen	NMR996800107410	NMR996800107410		1			imago	in collection									Asia		China	CN-35	Fujian	Wuyi Shan			27.002222	116.998889	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		dissimilis			"(Bremer, 1861)"	Buff-leaf hawkmoth	ICZN	accepted	
NMR996800107411	Physical object	22-04-2015	en	ExColl:J.P. Kazenbroot	Natural History Museum Rotterdam	"Clanis undulosa Moore, 1879 (NMR 996800107411)"	NMR	Insecta	PreservedSpecimen	NMR996800107411	NMR996800107411		1			imago	in collection	2002-08-00	2002	8	0					Asia		China	CN-51	Sichuan	Daxue Shan			30.499419	101.49969	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		undulosa			"Moore, 1879"	Wavy velvet hawkmoth	ICZN	accepted	
NMR996800107412	Physical object	22-04-2015	en	ExColl:J.P. Kazenbroot	Natural History Museum Rotterdam	"Clanis undulosa Moore, 1879 (NMR 996800107412)"	NMR	Insecta	PreservedSpecimen	NMR996800107412	NMR996800107412		1			imago	in collection	2002-07-00	2002	7	0					Asia		China	CN-35	Fujian	Wuyi Shan		1800	27.002222	116.998889	WGS84			F.J.A. Slieker	"Aphantopus arvensis  OberthÃ_r, 1876"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Aphantopus		undulosa			"Moore, 1879"	Wavy velvet hawkmoth	ICZN	accepted	
NMR996800107481	Physical object	22-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Baradesa omissa Rothschild, 1917 (NMR 996800107481)"	NMR	Insecta	PreservedSpecimen	NMR996800107481	NMR996800107481		1			imago	in collection	6/19/06	2006	6	19					Asia		China	CN-53	Yunnan	"Xishuangbanna, Sanchahe Nature Reserve, 48 km N of Jinghong"		760	22.016818	100.76763					"Antheraea pernyi  (GuÃ©rin-Meneville, 1855)"		Animalia	Arthropoda	Insecta	Lepidoptera	Saturniidae	Antheraea		omissa			"Rothschild, 1917"		ICZN	accepted	
NMR996800107482	Physical object	26-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Baradesa omissa Rothschild, 1917 (NMR 996800107482)"	NMR	Insecta	PreservedSpecimen	NMR996800107482	NMR996800107482		1			imago	in collection	6/19/06	2006	6	19					Asia		China	CN-53	Yunnan	"Xishuangbanna, Sanchahe Nature Reserve, 48 km N of Jinghong"		760	22.016818	100.76763					"Acraea issoria sordice (Fruhstorfer, 1914)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Acraea		omissa			"Rothschild, 1917"		ICZN	accepted	
NMR996800107483	Physical object	26-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Hemaris beresowskii AlphÃ©raky, 1897 (NMR 996800107483)"	NMR	Insecta	PreservedSpecimen	NMR996800107483	NMR996800107483		1			imago	in collection	7/7/10	2010	7	7					Asia		China	CN-51	Sichuan	"Jiuzhaigou, Jiulong Hotel"		2050	33.287588	103.900072	WGS84			F.J.A. Slieker	"Acraea issoria sordice (Fruhstorfer, 1914)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Acraea		beresowskii			"AlphÃ©raky, 1897"		ICZN	accepted	
NMR996800107484	Physical object	26-04-2015	en	ExColl:R. Vis	Natural History Museum Rotterdam	"Macroglossum nycteris Kollar, 1844 (NMR 996800107484)"	NMR	Insecta	PreservedSpecimen	NMR996800107484	NMR996800107484		1			imago	in collection	5/28/14	2014	5	28					Asia		China	CN-53	Yunnan	"Dali, Gangton Lift"		2600			WGS84			F.J.A. Slieker	"Acraea issoria sordice (Fruhstorfer, 1914)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Acraea		nycteris			"Kollar, 1844"	Himalayan hummingbird hawkmoth	ICZN	accepted	
NMR996800107501	Physical object	22-04-2015	en	ExColl:J.P. Kazenbroot	Natural History Museum Rotterdam	"Phyllosphingia dissimilis (Bremer, 1861) (NMR 996800107501)"	NMR	Insecta	PreservedSpecimen	NMR996800107501	NMR996800107501		1			imago	in collection	2002-08-00	2002	8	0					Asia		China	CN-35	Fujian	Wuyi Shan			27.002222	116.998889	WGS84			F.J.A. Slieker	"Acraea issoria sordice (Fruhstorfer, 1914)"		Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Acraea		dissimilis			"(Bremer, 1861)"	Buff-leaf hawkmoth	ICZN	accepted	
